Información relacionada a:,Primas, monto bruto y neto, tipo de moneda y su periodicidad
ID,FECHA CREACION, FECHA MODIFICACION,"DENOMINACIÓN DE LAS PRIMAS","MONTO BRUTO DE LAS PRIMAS","MONTO NETO DE LAS PRIMAS","TIPO DE MONEDA DE LAS PRIMAS","PERIODICIDAD DE LAS PRIMAS"
198415373,"11/08/22","11/08/22","PRIMA VACACIONAL","614.95","614.95","PESOS MEXICANOS","CUATRIMESTRAL"
198415374,"11/08/22","11/08/22","PRIMA VACACIONAL","17061.33","17061.33","PESOS MEXICANOS","CUATRIMESTRAL"
198415371,"11/08/22","11/08/22","PRIMA VACACIONAL","17061.33","17061.33","PESOS MEXICANOS","CUATRIMESTRAL"
198415375,"11/08/22","11/08/22","PRIMA VACACIONAL","2557.1","2557.1","PESOS MEXICANOS","CUATRIMESTRAL"
198415368,"11/08/22","11/08/22","PRIMA VACACIONAL","6773.69","6773.69","PESOS MEXICANOS","CUATRIMESTRAL"
198415369,"11/08/22","11/08/22","PRIMA VACACIONAL","26811.56","26811.56","PESOS MEXICANOS","CUATRIMESTRAL"
198415370,"11/08/22","11/08/22","PRIMA VACACIONAL","3487.76","3487.76","PESOS MEXICANOS","CUATRIMESTRAL"
198415376,"11/08/22","11/08/22","PRIMA VACACIONAL","887.14","887.14","PESOS MEXICANOS","CUATRIMESTRAL"
198415363,"11/08/22","11/08/22","PRIMA VACACIONAL","368.58","368.58","PESOS MEXICANOS","CUATRIMESTRAL"
198415364,"11/08/22","11/08/22","PRIMA VACACIONAL","9346.86","9346.86","PESOS MEXICANOS","CUATRIMESTRAL"
198415365,"11/08/22","11/08/22","PRIMA VACACIONAL","766.78","766.78","PESOS MEXICANOS","CUATRIMESTRAL"
198415362,"11/08/22","11/08/22","PRIMA VACACIONAL","3815.18","3815.18","PESOS MEXICANOS","CUATRIMESTRAL"
198415359,"11/08/22","11/08/22","PRIMA VACACIONAL","7299.3","7299.3","PESOS MEXICANOS","CUATRIMESTRAL"
198415360,"11/08/22","11/08/22","PRIMA VACACIONAL","3833.95","3833.95","PESOS MEXICANOS","CUATRIMESTRAL"
198415361,"11/08/22","11/08/22","PRIMA VACACIONAL","1051.6","1051.6","PESOS MEXICANOS","CUATRIMESTRAL"
198415358,"11/08/22","11/08/22","PRIMA VACACIONAL","12296.29","12296.29","PESOS MEXICANOS","CUATRIMESTRAL"
198415378,"11/08/22","11/08/22","PRIMA VACACIONAL","19167.97","19167.97","PESOS MEXICANOS","CUATRIMESTRAL"
198415377,"11/08/22","11/08/22","PRIMA VACACIONAL","17061.33","17061.33","PESOS MEXICANOS","CUATRIMESTRAL"
198421881,"11/08/22","11/08/22","PRIMA VACACIONAL","2099.05","2099.05","PESOS MEXICANOS","CUATRIMESTRAL"
198415322,"11/08/22","11/08/22","PRIMA VACACIONAL","8467.11","8467.11","PESOS MEXICANOS","CUATRIMESTRAL"
198415321,"11/08/22","11/08/22","PRIMA VACACIONAL","2217.87","2217.87","PESOS MEXICANOS","CUATRIMESTRAL"
198421803,"11/08/22","11/08/22","PRIMA VACACIONAL","443.57","443.57","PESOS MEXICANOS","CUATRIMESTRAL"
198421804,"11/08/22","11/08/22","PRIMA VACACIONAL","2049.86","2049.86","PESOS MEXICANOS","CUATRIMESTRAL"
198421806,"11/08/22","11/08/22","PRIMA VACACIONAL","3024.37","3024.37","PESOS MEXICANOS","CUATRIMESTRAL"
198421878,"11/08/22","11/08/22","PRIMA VACACIONAL","991.33","991.33","PESOS MEXICANOS","CUATRIMESTRAL"
198421879,"11/08/22","11/08/22","PRIMA VACACIONAL","10433.22","10433.22","PESOS MEXICANOS","CUATRIMESTRAL"
198421977,"11/08/22","11/08/22","PRIMA VACACIONAL","7941.73","7941.73","PESOS MEXICANOS","CUATRIMESTRAL"
198421882,"11/08/22","11/08/22","PRIMA VACACIONAL","1613.01","1613.01","PESOS MEXICANOS","CUATRIMESTRAL"
198421973,"11/08/22","11/08/22","PRIMA VACACIONAL","1949.03","1949.03","PESOS MEXICANOS","CUATRIMESTRAL"
198421974,"11/08/22","11/08/22","PRIMA VACACIONAL","8344.57","8344.57","PESOS MEXICANOS","CUATRIMESTRAL"
198421975,"11/08/22","11/08/22","PRIMA VACACIONAL","2150.65","2150.65","PESOS MEXICANOS","CUATRIMESTRAL"
198421976,"11/08/22","11/08/22","PRIMA VACACIONAL","9207.81","9207.81","PESOS MEXICANOS","CUATRIMESTRAL"
198421978,"11/08/22","11/08/22","PRIMA VACACIONAL","862.64","862.64","PESOS MEXICANOS","CUATRIMESTRAL"
198422074,"11/08/22","11/08/22","PRIMA VACACIONAL","12511.98","12511.98","PESOS MEXICANOS","CUATRIMESTRAL"
198422069,"11/08/22","11/08/22","PRIMA VACACIONAL","24739.81","24739.81","PESOS MEXICANOS","CUATRIMESTRAL"
198422070,"11/08/22","11/08/22","PRIMA VACACIONAL","4528.97","4528.97","PESOS MEXICANOS","CUATRIMESTRAL"
198422071,"11/08/22","11/08/22","PRIMA VACACIONAL","8614.55","8614.55","PESOS MEXICANOS","CUATRIMESTRAL"
198422072,"11/08/22","11/08/22","PRIMA VACACIONAL","2420.54","2420.54","PESOS MEXICANOS","CUATRIMESTRAL"
198422073,"11/08/22","11/08/22","PRIMA VACACIONAL","4584.53","4584.53","PESOS MEXICANOS","CUATRIMESTRAL"
198422264,"11/08/22","11/08/22","PRIMA VACACIONAL","903.72","903.72","PESOS MEXICANOS","CUATRIMESTRAL"
198422166,"11/08/22","11/08/22","PRIMA VACACIONAL","470.45","470.45","PESOS MEXICANOS","CUATRIMESTRAL"
198422167,"11/08/22","11/08/22","PRIMA VACACIONAL","1626.44","1626.44","PESOS MEXICANOS","CUATRIMESTRAL"
198422169,"11/08/22","11/08/22","PRIMA VACACIONAL","1176.15","1176.15","PESOS MEXICANOS","CUATRIMESTRAL"
198422262,"11/08/22","11/08/22","PRIMA VACACIONAL","17061.33","17061.33","PESOS MEXICANOS","CUATRIMESTRAL"
198422263,"11/08/22","11/08/22","PRIMA VACACIONAL","19167.97","19167.97","PESOS MEXICANOS","CUATRIMESTRAL"
198422265,"11/08/22","11/08/22","PRIMA VACACIONAL","8467.11","8467.11","PESOS MEXICANOS","CUATRIMESTRAL"
198422266,"11/08/22","11/08/22","PRIMA VACACIONAL","1680.2","1680.2","PESOS MEXICANOS","CUATRIMESTRAL"
198422361,"11/08/22","11/08/22","PRIMA VACACIONAL","8693.62","8693.62","PESOS MEXICANOS","CUATRIMESTRAL"
198422358,"11/08/22","11/08/22","PRIMA VACACIONAL","4435.73","4435.73","PESOS MEXICANOS","CUATRIMESTRAL"
198422359,"11/08/22","11/08/22","PRIMA VACACIONAL","2572.27","2572.27","PESOS MEXICANOS","CUATRIMESTRAL"
