Información relacionada a:,Percepciones adicionales en dinero, Monto bruto y neto, tipo de moneda y su periodicidad 
ID,FECHA CREACION, FECHA MODIFICACION,"DENOMINACIÓN DE LAS PERCEPCIONES ADICIONALES EN DINERO","MONTO BRUTO DE LAS PERCEPCIONES ADICIONALES EN DINERO","MONTO NETO DE LAS PERCEPCIONES ADICIONALES EN DINERO","TIPO DE MONEDA DE LAS PERCEPCIONES ADICIONALES EN DINERO","PERIODICIDAD DE LAS PERCEPCIONES ADICIONALES EN DINERO"
52580448,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580449,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580454,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580455,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580456,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580457,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580462,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580463,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580464,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52579868,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52579869,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52579870,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52579871,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52579928,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52579929,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52579930,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52579931,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52579988,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52579989,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52579990,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52579991,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580048,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580049,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580050,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580051,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580108,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580109,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580110,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580111,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
52580168,"17/07/22","17/07/22","NO APLICA","0","0","PESO","NULA"
