Información relacionada a:,Dietas, monto bruto y neto, tipo de moneda y su periodicidad
ID,FECHA CREACION, FECHA MODIFICACION,"DENOMINACIÓN DE LAS DIETAS","MONTO BRUTO DE LAS DIETAS","MONTO NETO DE LAS DIETAS","TIPO DE MONEDA DE LAS DIETAS","PERIODICIDAD DE LAS DIETAS"
112879522,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112879524,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112879526,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112879528,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112879530,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112879532,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112879534,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112879536,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112879537,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112879539,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112879556,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112879558,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112879560,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112879562,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112879564,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112879575,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112880187,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112880189,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112880191,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112880193,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112880203,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112880205,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112880207,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112880209,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112880211,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112879503,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112879505,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112879507,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112879509,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112879511,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112879541,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112879543,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112879545,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112879547,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112879549,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112880232,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112880234,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112880236,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112880237,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112880239,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112880241,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112880243,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112880245,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112880247,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112880249,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112880251,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112880278,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112880280,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112880282,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112880284,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112880295,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112880297,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112880298,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112880300,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112880302,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112880322,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112880324,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112880325,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112880327,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112880329,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112880331,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112880333,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112880392,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112880394,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112880396,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112880398,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112880399,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112879587,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112879589,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112879591,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112879593,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112879595,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112879616,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112879618,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112879620,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112879622,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112879623,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112879635,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112879637,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112879639,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112879641,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112879643,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112879663,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112879665,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112879667,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112879669,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112879671,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112879682,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112879684,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112879686,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112879688,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112879690,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112879710,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112879712,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112879714,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112879716,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112879718,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112879729,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112879731,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112879733,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112879734,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112879736,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112879817,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112879819,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112879821,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112879823,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112879825,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112879835,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112879837,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112879839,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
112879841,"25/08/22","25/08/22","PESOS","0","0","MXN","MENSUAL"
