Información relacionada a:,Ingresos, monto bruto y neto, tipo de moneda y su periodicidad
ID,FECHA CREACION, FECHA MODIFICACION,"DENOMINACIÓN DE LOS INGRESOS","MONTO BRUTO DE LOS INGRESOS","MONTO NETO DE LOS INGRESOS","TIPO DE MONEDA DE LOS INGRESOS","PERIODICIDAD DE LOS INGRESOS"
1591694513,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","18175.76","15734.58","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591694589,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","57239.62","44848.28","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591694590,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","13078.38","11715.58","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591694591,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","34661.5","28533.23","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591694592,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","0","0","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591694593,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","19594.38","16850.18","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591694669,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","19803.64","17014.75","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591694670,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","0","0","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591694671,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","46702.92","37472.59","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591694672,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","53946.9","42543.38","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591694673,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","13084.92","11720.94","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591694750,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","11149.2","10131.58","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591694751,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","40034.64","32642.61","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591694752,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","0","0","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591694753,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","19235","16567.57","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591694754,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","29350.82","24471.62","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591689603,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","0","0","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591689604,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","0","0","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591689605,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","23286.3","19753.51","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591689606,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","0","0","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591689607,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","0","0","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591689669,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","8115.02","7506.08","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591689670,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","36284.05","29774.16","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591689671,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","46044.38","37011.61","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591689672,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","13529.92","12081.09","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591689673,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","29695.74","24735.42","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591689750,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","13001.18","11652.21","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591689751,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","0","0","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591689752,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","68764.12","52915.43","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591689753,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","48678.56","38855.54","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591689754,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","20411.9","17493.08","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591689830,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","19866.38","17064.09","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591689831,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","31039.78","25763.34","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591689832,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","23647.6","20037.64","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591689833,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","0","0","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591689834,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","0","0","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591689911,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","36520.43","29954.94","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591689912,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","66294.58","51186.75","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591689913,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","64648.22","50034.3","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591689914,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","42995.28","34877.24","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591689915,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","0","0","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591689991,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","0","0","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591689992,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","5380.42","5359.58","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591689993,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","37235.3","30501.67","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591689994,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","27896.94","23359.7","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591689995,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","0","0","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591690071,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","54770.08","43119.6","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591690072,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","53946.9","42543.38","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591690073,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","67940.94","52339.21","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591690074,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","25586.88","21562.69","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591690075,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","0","0","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591690151,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","5446.22","5421.17","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591690152,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","55593.26","43695.83","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591690153,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","54770.08","43119.6","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591690154,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","11319.72","10272.07","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591690155,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","31010.46","25740.92","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591690231,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","0","0","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591690232,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","32393.12","26798.38","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591690233,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","78642.26","59830.13","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591690234,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","22021.84","18759.14","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591690235,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","0","0","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591690310,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","21179.84","18096.99","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591690311,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","0","0","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591690312,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","0","0","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591690313,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","35750.72","29366.27","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591690314,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","6780.6","6570.39","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591690390,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","25409.48","21423.18","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591690391,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","0","0","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591690392,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","0","0","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591690393,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","49337.1","39316.52","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591690394,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","25387.1","21405.58","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591690470,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","54770.08","43119.6","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591690471,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","19986.28","17158.37","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591690472,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","0","0","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591690473,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","15231.8","13419.45","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591690474,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","0","0","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591690550,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","0","0","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591690551,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","15331.28","13497.68","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591690552,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","0","0","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591690553,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","17574.46","15261.72","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591690554,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","0","0","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591690630,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","0","0","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591690631,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","25514.6","21505.85","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591690632,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","0","0","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591690633,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","43410.2","35167.69","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591690634,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","14050.76","12490.68","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591690710,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","83929.42","63476.78","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591690711,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","9115.06","8397.32","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591690712,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","22177.74","18881.74","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591690713,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","65471.4","50610.53","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591690714,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","18229.04","15776.48","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591690791,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","12738.48","11436.59","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591690792,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","0","0","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591690793,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","74526.36","56949","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591690794,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","35302.44","29023.42","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591690795,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","0","0","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591690871,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","71233.64","54644.1","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591690872,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","72056.82","55220.32","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591690873,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","53946.9","42543.38","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591690874,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","48020","38394.55","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591690875,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","19067.04","16435.48","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591690951,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","0","0","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591690952,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","0","0","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591690953,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","48678.56","38855.54","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591690954,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","53946.9","42543.38","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591690955,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","54770.08","43119.6","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591691031,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","31202.28","25887.62","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591691032,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","0","0","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591691033,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","28054.54","23480.23","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591691034,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","63001.86","48881.85","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591691035,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","18472.96","15968.3","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591691111,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","0","0","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591691112,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","23988.92","20306.05","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591691113,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","0","0","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591691114,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","80952.04","61446.98","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591691115,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","14064.68","12501.63","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591691191,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","9449.4","8695.28","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591691192,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","0","0","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591691193,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","13219.26","11831.21","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591691194,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","0","0","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591691195,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","63001.86","48881.85","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591691270,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","35440.2","29128.78","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591691271,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","48678.56","38855.54","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591691272,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","73703.18","56372.77","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591691273,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","20583.62","17628.12","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591691274,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","0","0","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591691350,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","61355.5","47729.4","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591691351,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","21813.24","18595.1","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591691352,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","0","0","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591691353,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","7650.76","7092.33","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591691354,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","17535.16","15230.81","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591691430,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","0","0","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591691431,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","23772","20160.67","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591691432,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","49149.78","39185.39","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591691433,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","24030.4","20338.67","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591691434,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","3390.3","3390.3","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591691509,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","66294.58","51186.75","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591691510,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","16108.76","14109.09","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591691511,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","0","0","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591691512,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","39685.82","32375.83","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591691513,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","13094.78","11729.04","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591691589,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","37831.02","30957.28","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591691590,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","13178.42","11797.69","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591691591,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","0","0","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591691592,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","5997.23","5913.34","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591691593,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","0","0","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591691669,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","17571.64","15259.5","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591691670,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","0","0","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
1591691671,"25/07/22","25/07/22","PERCEPCIONES ORDINARIAS","0","0","PESOS","MENSUAL (ACUMULADO MENSUAL POR EMPLEADO)"
