Información relacionada a:,Sistemas de compensación, monto bruto y neto, tipo de moneda y su periodicidad
ID,FECHA CREACION, FECHA MODIFICACION,"DENOMINACIÓN DE LOS SISTEMAS DE COMPENSACIÓN","MONTO BRUTO DE LOS SISTEMAS DE COMPENSACIÓN","MONTO NETO DE LOS SISTEMAS DE COMPENSACIÓN","TIPO DE MONEDA DE LOS SISTEMAS DE COMPENSACIÓN","PERIODICIDAD DE LOS SISTEMAS DE COMPENSACIÓN"
1583469612,"13/07/22","13/07/22","COMPENSACIÓN","27031.63","27031.63","MN","MENSUAL"
1583469657,"13/07/22","13/07/22","COMPENSACIÓN","16627.66","16627.66","MN","MENSUAL"
1583469661,"13/07/22","13/07/22","COMPENSACIÓN","16627.66","16627.66","MN","MENSUAL"
1583469753,"13/07/22","13/07/22","COMPENSACIÓN","10238.47","10238.47","MN","MENSUAL"
1583469754,"13/07/22","13/07/22","COMPENSACIÓN","13765.91","13765.91","MN","MENSUAL"
1583467465,"13/07/22","13/07/22","COMPENSACIÓN","11591.74","11591.74","MN","MENSUAL"
1583467650,"13/07/22","13/07/22","COMPENSACIÓN","2589.82","2589.82","MN","MENSUAL"
1583467830,"13/07/22","13/07/22","COMPENSACIÓN","20683.33","20683.33","MN","MENSUAL"
1583468071,"13/07/22","13/07/22","COMPENSACIÓN","15070.54","15070.54","MN","MENSUAL"
1583468074,"13/07/22","13/07/22","COMPENSACIÓN","16326.83","16326.83","MN","MENSUAL"
1583468453,"13/07/22","13/07/22","COMPENSACIÓN","2410.46","2410.46","MN","MENSUAL"
1583468542,"13/07/22","13/07/22","COMPENSACIÓN","2410.46","2410.46","MN","MENSUAL"
1583468543,"13/07/22","13/07/22","COMPENSACIÓN","16627.66","16627.66","MN","MENSUAL"
1583469049,"13/07/22","13/07/22","COMPENSACIÓN","15010.34","15010.34","MN","MENSUAL"
1583469099,"13/07/22","13/07/22","COMPENSACIÓN","15010.34","15010.34","MN","MENSUAL"
1583469101,"13/07/22","13/07/22","COMPENSACIÓN","15010.34","15010.34","MN","MENSUAL"
1583469340,"13/07/22","13/07/22","COMPENSACIÓN","9416.46","9416.46","MN","MENSUAL"
1583469383,"13/07/22","13/07/22","COMPENSACIÓN","15010.34","15010.34","MN","MENSUAL"
1583469384,"13/07/22","13/07/22","COMPENSACIÓN","15010.34","15010.34","MN","MENSUAL"
1583469429,"13/07/22","13/07/22","COMPENSACIÓN","17783.33","17783.33","MN","MENSUAL"
1583469480,"13/07/22","13/07/22","COMPENSACIÓN","2410.46","2410.46","MN","MENSUAL"
1583469527,"13/07/22","13/07/22","COMPENSACIÓN","2625.08","2625.08","MN","MENSUAL"
1583469529,"13/07/22","13/07/22","COMPENSACIÓN","34555.73","34555.73","MN","MENSUAL"
1583469565,"13/07/22","13/07/22","COMPENSACIÓN","13302.75","13302.75","MN","MENSUAL"
1583467789,"13/07/22","13/07/22","COMPENSACIÓN","19391.86","19391.86","MN","MENSUAL"
1583467790,"13/07/22","13/07/22","COMPENSACIÓN","36418.82","36418.82","MN","MENSUAL"
1583467975,"13/07/22","13/07/22","COMPENSACIÓN","15010.34","15010.34","MN","MENSUAL"
1583468216,"13/07/22","13/07/22","COMPENSACIÓN","47562.34","47562.34","MN","MENSUAL"
1583468405,"13/07/22","13/07/22","COMPENSACIÓN","2589.82","2589.82","MN","MENSUAL"
1583468498,"13/07/22","13/07/22","COMPENSACIÓN","40878.31","40878.31","MN","MENSUAL"
1583468500,"13/07/22","13/07/22","COMPENSACIÓN","20683.33","20683.33","MN","MENSUAL"
1583468618,"13/07/22","13/07/22","COMPENSACIÓN","10746.08","10746.08","MN","MENSUAL"
1583468619,"13/07/22","13/07/22","COMPENSACIÓN","27031.63","27031.63","MN","MENSUAL"
1583468624,"13/07/22","13/07/22","COMPENSACIÓN","2410.46","2410.46","MN","MENSUAL"
1583468670,"13/07/22","13/07/22","COMPENSACIÓN","25194.3","25194.3","MN","MENSUAL"
1583468718,"13/07/22","13/07/22","COMPENSACIÓN","13765.91","13765.91","MN","MENSUAL"
1583468907,"13/07/22","13/07/22","COMPENSACIÓN","16627.66","16627.66","MN","MENSUAL"
1583469104,"13/07/22","13/07/22","COMPENSACIÓN","15010.34","15010.34","MN","MENSUAL"
1583469105,"13/07/22","13/07/22","COMPENSACIÓN","15608.69","15608.69","MN","MENSUAL"
1583469711,"13/07/22","13/07/22","COMPENSACIÓN","16627.66","16627.66","MN","MENSUAL"
1583467699,"13/07/22","13/07/22","COMPENSACIÓN","2410.46","2410.46","MN","MENSUAL"
1583467750,"13/07/22","13/07/22","COMPENSACIÓN","27031.63","27031.63","MN","MENSUAL"
1583467836,"13/07/22","13/07/22","COMPENSACIÓN","24223.62","24223.62","MN","MENSUAL"
1583467885,"13/07/22","13/07/22","COMPENSACIÓN","15010.34","15010.34","MN","MENSUAL"
1583467978,"13/07/22","13/07/22","COMPENSACIÓN","47562.34","47562.34","MN","MENSUAL"
1583468356,"13/07/22","13/07/22","COMPENSACIÓN","47562.34","47562.34","MN","MENSUAL"
1583468501,"13/07/22","13/07/22","COMPENSACIÓN","15010.34","15010.34","MN","MENSUAL"
1583468722,"13/07/22","13/07/22","COMPENSACIÓN","12640.1","12640.1","MN","MENSUAL"
1583468723,"13/07/22","13/07/22","COMPENSACIÓN","15010.34","15010.34","MN","MENSUAL"
1583468726,"13/07/22","13/07/22","COMPENSACIÓN","13349.42","13349.42","MN","MENSUAL"
1583468727,"13/07/22","13/07/22","COMPENSACIÓN","10238.47","10238.47","MN","MENSUAL"
1583468816,"13/07/22","13/07/22","COMPENSACIÓN","16627.66","16627.66","MN","MENSUAL"
1583468817,"13/07/22","13/07/22","COMPENSACIÓN","2410.46","2410.46","MN","MENSUAL"
1583468862,"13/07/22","13/07/22","COMPENSACIÓN","10262.91","10262.91","MN","MENSUAL"
1583468960,"13/07/22","13/07/22","COMPENSACIÓN","12640.1","12640.1","MN","MENSUAL"
1583469204,"13/07/22","13/07/22","COMPENSACIÓN","15070.54","15070.54","MN","MENSUAL"
1583469390,"13/07/22","13/07/22","COMPENSACIÓN","13947.71","13947.71","MN","MENSUAL"
1583469534,"13/07/22","13/07/22","COMPENSACIÓN","2669.6","2669.6","MN","MENSUAL"
1583469574,"13/07/22","13/07/22","COMPENSACIÓN","16627.66","16627.66","MN","MENSUAL"
1583469667,"13/07/22","13/07/22","COMPENSACIÓN","11330.88","11330.88","MN","MENSUAL"
1583469715,"13/07/22","13/07/22","COMPENSACIÓN","10575.57","10575.57","MN","MENSUAL"
1583469716,"13/07/22","13/07/22","COMPENSACIÓN","16627.66","16627.66","MN","MENSUAL"
1583469717,"13/07/22","13/07/22","COMPENSACIÓN","16627.66","16627.66","MN","MENSUAL"
1583469761,"13/07/22","13/07/22","COMPENSACIÓN","2410.46","2410.46","MN","MENSUAL"
1583467472,"13/07/22","13/07/22","COMPENSACIÓN","13884.24","13884.24","MN","MENSUAL"
1583467523,"13/07/22","13/07/22","COMPENSACIÓN","15010.34","15010.34","MN","MENSUAL"
1583467795,"13/07/22","13/07/22","COMPENSACIÓN","15010.34","15010.34","MN","MENSUAL"
1583467984,"13/07/22","13/07/22","COMPENSACIÓN","15010.34","15010.34","MN","MENSUAL"
1583467986,"13/07/22","13/07/22","COMPENSACIÓN","14992.27","14992.27","MN","MENSUAL"
1583468033,"13/07/22","13/07/22","COMPENSACIÓN","47562.34","47562.34","MN","MENSUAL"
1583468132,"13/07/22","13/07/22","COMPENSACIÓN","15010.34","15010.34","MN","MENSUAL"
1583468174,"13/07/22","13/07/22","COMPENSACIÓN","15010.34","15010.34","MN","MENSUAL"
1583468223,"13/07/22","13/07/22","COMPENSACIÓN","47562.34","47562.34","MN","MENSUAL"
1583468413,"13/07/22","13/07/22","COMPENSACIÓN","2410.46","2410.46","MN","MENSUAL"
1583468414,"13/07/22","13/07/22","COMPENSACIÓN","2410.46","2410.46","MN","MENSUAL"
1583468626,"13/07/22","13/07/22","COMPENSACIÓN","17683.81","17683.81","MN","MENSUAL"
1583468773,"13/07/22","13/07/22","COMPENSACIÓN","12435.4","12435.4","MN","MENSUAL"
1583468915,"13/07/22","13/07/22","COMPENSACIÓN","20683.33","20683.33","MN","MENSUAL"
1583468965,"13/07/22","13/07/22","COMPENSACIÓN","15010.34","15010.34","MN","MENSUAL"
1583469007,"13/07/22","13/07/22","COMPENSACIÓN","20683.33","20683.33","MN","MENSUAL"
1583469207,"13/07/22","13/07/22","COMPENSACIÓN","11591.74","11591.74","MN","MENSUAL"
1583469250,"13/07/22","13/07/22","COMPENSACIÓN","15010.34","15010.34","MN","MENSUAL"
1583469251,"13/07/22","13/07/22","COMPENSACIÓN","15010.34","15010.34","MN","MENSUAL"
1583469252,"13/07/22","13/07/22","COMPENSACIÓN","2410.46","2410.46","MN","MENSUAL"
1583469300,"13/07/22","13/07/22","COMPENSACIÓN","12864.94","12864.94","MN","MENSUAL"
1583469392,"13/07/22","13/07/22","COMPENSACIÓN","19237.13","19237.13","MN","MENSUAL"
1583469439,"13/07/22","13/07/22","COMPENSACIÓN","2625.08","2625.08","MN","MENSUAL"
1583469488,"13/07/22","13/07/22","COMPENSACIÓN","11330.88","11330.88","MN","MENSUAL"
1583467525,"13/07/22","13/07/22","COMPENSACIÓN","16627.66","16627.66","MN","MENSUAL"
1583467576,"13/07/22","13/07/22","COMPENSACIÓN","18043.39","18043.39","MN","MENSUAL"
1583467705,"13/07/22","13/07/22","COMPENSACIÓN","11330.88","11330.88","MN","MENSUAL"
1583467755,"13/07/22","13/07/22","COMPENSACIÓN","9416.46","9416.46","MN","MENSUAL"
1583467800,"13/07/22","13/07/22","COMPENSACIÓN","20683.33","20683.33","MN","MENSUAL"
1583467844,"13/07/22","13/07/22","COMPENSACIÓN","22645.82","22645.82","MN","MENSUAL"
1583467891,"13/07/22","13/07/22","COMPENSACIÓN","11330.88","11330.88","MN","MENSUAL"
1583467942,"13/07/22","13/07/22","COMPENSACIÓN","32309.47","32309.47","MN","MENSUAL"
1583467945,"13/07/22","13/07/22","COMPENSACIÓN","16627.66","16627.66","MN","MENSUAL"
1583468035,"13/07/22","13/07/22","COMPENSACIÓN","15010.34","15010.34","MN","MENSUAL"
1583468036,"13/07/22","13/07/22","COMPENSACIÓN","2589.82","2589.82","MN","MENSUAL"
1583468086,"13/07/22","13/07/22","COMPENSACIÓN","13765.91","13765.91","MN","MENSUAL"
1583468135,"13/07/22","13/07/22","COMPENSACIÓN","9416.46","9416.46","MN","MENSUAL"
1583468136,"13/07/22","13/07/22","COMPENSACIÓN","15010.34","15010.34","MN","MENSUAL"
1583468138,"13/07/22","13/07/22","COMPENSACIÓN","13302.75","13302.75","MN","MENSUAL"
1583468555,"13/07/22","13/07/22","COMPENSACIÓN","15010.34","15010.34","MN","MENSUAL"
1583468678,"13/07/22","13/07/22","COMPENSACIÓN","20683.33","20683.33","MN","MENSUAL"
1583469061,"13/07/22","13/07/22","COMPENSACIÓN","20683.33","20683.33","MN","MENSUAL"
1583469066,"13/07/22","13/07/22","COMPENSACIÓN","15010.34","15010.34","MN","MENSUAL"
1583469112,"13/07/22","13/07/22","COMPENSACIÓN","24223.62","24223.62","MN","MENSUAL"
1583469161,"13/07/22","13/07/22","COMPENSACIÓN","20683.33","20683.33","MN","MENSUAL"
1583469165,"13/07/22","13/07/22","COMPENSACIÓN","14493.55","14493.55","MN","MENSUAL"
1583469352,"13/07/22","13/07/22","COMPENSACIÓN","27031.63","27031.63","MN","MENSUAL"
1583467479,"13/07/22","13/07/22","COMPENSACIÓN","15010.34","15010.34","MN","MENSUAL"
1583467480,"13/07/22","13/07/22","COMPENSACIÓN","15010.34","15010.34","MN","MENSUAL"
1583467622,"13/07/22","13/07/22","COMPENSACIÓN","15010.34","15010.34","MN","MENSUAL"
1583467668,"13/07/22","13/07/22","COMPENSACIÓN","20683.33","20683.33","MN","MENSUAL"
1583467708,"13/07/22","13/07/22","COMPENSACIÓN","12733.99","12733.99","MN","MENSUAL"
1583467990,"13/07/22","13/07/22","COMPENSACIÓN","20683.33","20683.33","MN","MENSUAL"
1583468182,"13/07/22","13/07/22","COMPENSACIÓN","20683.33","20683.33","MN","MENSUAL"
1583468367,"13/07/22","13/07/22","COMPENSACIÓN","12007.02","12007.02","MN","MENSUAL"
1583468630,"13/07/22","13/07/22","COMPENSACIÓN","2410.46","2410.46","MN","MENSUAL"
1583468823,"13/07/22","13/07/22","COMPENSACIÓN","15010.34","15010.34","MN","MENSUAL"
1583466629,"13/07/22","13/07/22","COMPENSACIÓN","2410.46","2410.46","MN","MENSUAL"
1583466630,"13/07/22","13/07/22","COMPENSACIÓN","2410.46","2410.46","MN","MENSUAL"
1583466728,"13/07/22","13/07/22","COMPENSACIÓN","2410.46","2410.46","MN","MENSUAL"
1583466729,"13/07/22","13/07/22","COMPENSACIÓN","20683.27","20683.27","MN","MENSUAL"
1583466779,"13/07/22","13/07/22","COMPENSACIÓN","2410.46","2410.46","MN","MENSUAL"
1583466976,"13/07/22","13/07/22","COMPENSACIÓN","15010.34","15010.34","MN","MENSUAL"
1583466978,"13/07/22","13/07/22","COMPENSACIÓN","10496.9","10496.9","MN","MENSUAL"
1583467062,"13/07/22","13/07/22","COMPENSACIÓN","16627.66","16627.66","MN","MENSUAL"
1583467109,"13/07/22","13/07/22","COMPENSACIÓN","16627.66","16627.66","MN","MENSUAL"
1583467110,"13/07/22","13/07/22","COMPENSACIÓN","2410.46","2410.46","MN","MENSUAL"
1583467212,"13/07/22","13/07/22","COMPENSACIÓN","15010.34","15010.34","MN","MENSUAL"
1583467314,"13/07/22","13/07/22","COMPENSACIÓN","15010.34","15010.34","MN","MENSUAL"
1583467363,"13/07/22","13/07/22","COMPENSACIÓN","12733.99","12733.99","MN","MENSUAL"
1583466037,"13/07/22","13/07/22","COMPENSACIÓN","16627.66","16627.66","MN","MENSUAL"
1583466238,"13/07/22","13/07/22","COMPENSACIÓN","15010.34","15010.34","MN","MENSUAL"
1583466337,"13/07/22","13/07/22","COMPENSACIÓN","45985.36","45985.36","MN","MENSUAL"
1583467316,"13/07/22","13/07/22","COMPENSACIÓN","20683.33","20683.33","MN","MENSUAL"
1583466041,"13/07/22","13/07/22","COMPENSACIÓN","15010.34","15010.34","MN","MENSUAL"
1583466874,"13/07/22","13/07/22","COMPENSACIÓN","25194.3","25194.3","MN","MENSUAL"
1583466929,"13/07/22","13/07/22","COMPENSACIÓN","16627.66","16627.66","MN","MENSUAL"
1583466930,"13/07/22","13/07/22","COMPENSACIÓN","2625.08","2625.08","MN","MENSUAL"
1583466934,"13/07/22","13/07/22","COMPENSACIÓN","10746.08","10746.08","MN","MENSUAL"
1583467114,"13/07/22","13/07/22","COMPENSACIÓN","25194.3","25194.3","MN","MENSUAL"
1583467116,"13/07/22","13/07/22","COMPENSACIÓN","2410.46","2410.46","MN","MENSUAL"
1583466485,"13/07/22","13/07/22","COMPENSACIÓN","12733.99","12733.99","MN","MENSUAL"
1583466486,"13/07/22","13/07/22","COMPENSACIÓN","65258.17","65258.17","MN","MENSUAL"
1583466487,"13/07/22","13/07/22","COMPENSACIÓN","2410.46","2410.46","MN","MENSUAL"
1583466587,"13/07/22","13/07/22","COMPENSACIÓN","16627.66","16627.66","MN","MENSUAL"
1583466588,"13/07/22","13/07/22","COMPENSACIÓN","27031.63","27031.63","MN","MENSUAL"
1583466589,"13/07/22","13/07/22","COMPENSACIÓN","16627.66","16627.66","MN","MENSUAL"
1583466684,"13/07/22","13/07/22","COMPENSACIÓN","85526.55","85526.55","MN","MENSUAL"
1583466885,"13/07/22","13/07/22","COMPENSACIÓN","2410.46","2410.46","MN","MENSUAL"
1583466887,"13/07/22","13/07/22","COMPENSACIÓN","11330.88","11330.88","MN","MENSUAL"
1583466984,"13/07/22","13/07/22","COMPENSACIÓN","32309.47","32309.47","MN","MENSUAL"
1583467067,"13/07/22","13/07/22","COMPENSACIÓN","20722","20722","MN","MENSUAL"
1583467369,"13/07/22","13/07/22","COMPENSACIÓN","20683.33","20683.33","MN","MENSUAL"
1583466244,"13/07/22","13/07/22","COMPENSACIÓN","16627.66","16627.66","MN","MENSUAL"
1583466295,"13/07/22","13/07/22","COMPENSACIÓN","2410.46","2410.46","MN","MENSUAL"
1583466344,"13/07/22","13/07/22","COMPENSACIÓN","65258.17","65258.17","MN","MENSUAL"
1583466345,"13/07/22","13/07/22","COMPENSACIÓN","2410.46","2410.46","MN","MENSUAL"
1583466346,"13/07/22","13/07/22","COMPENSACIÓN","2410.46","2410.46","MN","MENSUAL"
1583466394,"13/07/22","13/07/22","COMPENSACIÓN","2410.46","2410.46","MN","MENSUAL"
1583466488,"13/07/22","13/07/22","COMPENSACIÓN","12733.99","12733.99","MN","MENSUAL"
1583466491,"13/07/22","13/07/22","COMPENSACIÓN","20683.33","20683.33","MN","MENSUAL"
1583466788,"13/07/22","13/07/22","COMPENSACIÓN","16627.66","16627.66","MN","MENSUAL"
1583466838,"13/07/22","13/07/22","COMPENSACIÓN","27031.63","27031.63","MN","MENSUAL"
1583466248,"13/07/22","13/07/22","COMPENSACIÓN","11922.74","11922.74","MN","MENSUAL"
1583466296,"13/07/22","13/07/22","COMPENSACIÓN","784.52","784.52","MN","MENSUAL"
1583466543,"13/07/22","13/07/22","COMPENSACIÓN","2410.46","2410.46","MN","MENSUAL"
1583466641,"13/07/22","13/07/22","COMPENSACIÓN","2410.46","2410.46","MN","MENSUAL"
1583466642,"13/07/22","13/07/22","COMPENSACIÓN","27031.63","27031.63","MN","MENSUAL"
1583466690,"13/07/22","13/07/22","COMPENSACIÓN","15010.34","15010.34","MN","MENSUAL"
1583466691,"13/07/22","13/07/22","COMPENSACIÓN","15010.34","15010.34","MN","MENSUAL"
1583466692,"13/07/22","13/07/22","COMPENSACIÓN","20683.33","20683.33","MN","MENSUAL"
1583466694,"13/07/22","13/07/22","COMPENSACIÓN","16627.66","16627.66","MN","MENSUAL"
1583466740,"13/07/22","13/07/22","COMPENSACIÓN","65258.17","65258.17","MN","MENSUAL"
1583466841,"13/07/22","13/07/22","COMPENSACIÓN","13884.24","13884.24","MN","MENSUAL"
1583466843,"13/07/22","13/07/22","COMPENSACIÓN","16627.66","16627.66","MN","MENSUAL"
1583466940,"13/07/22","13/07/22","COMPENSACIÓN","16627.66","16627.66","MN","MENSUAL"
1583467225,"13/07/22","13/07/22","COMPENSACIÓN","47562.34","47562.34","MN","MENSUAL"
1583467227,"13/07/22","13/07/22","COMPENSACIÓN","12733.99","12733.99","MN","MENSUAL"
1583467229,"13/07/22","13/07/22","COMPENSACIÓN","2410.46","2410.46","MN","MENSUAL"
1583467230,"13/07/22","13/07/22","COMPENSACIÓN","15010.34","15010.34","MN","MENSUAL"
1583467326,"13/07/22","13/07/22","COMPENSACIÓN","34799.05","34799.05","MN","MENSUAL"
1583467374,"13/07/22","13/07/22","COMPENSACIÓN","27031.63","27031.63","MN","MENSUAL"
1583467375,"13/07/22","13/07/22","COMPENSACIÓN","45985.36","45985.36","MN","MENSUAL"
1583466545,"13/07/22","13/07/22","COMPENSACIÓN","16627.66","16627.66","MN","MENSUAL"
1583466892,"13/07/22","13/07/22","COMPENSACIÓN","10496.9","10496.9","MN","MENSUAL"
1583466893,"13/07/22","13/07/22","COMPENSACIÓN","16627.66","16627.66","MN","MENSUAL"
1583466895,"13/07/22","13/07/22","COMPENSACIÓN","15115.83","15115.83","MN","MENSUAL"
1583466944,"13/07/22","13/07/22","COMPENSACIÓN","15010.34","15010.34","MN","MENSUAL"
1583467076,"13/07/22","13/07/22","COMPENSACIÓN","15010.34","15010.34","MN","MENSUAL"
1583467125,"13/07/22","13/07/22","COMPENSACIÓN","15010.34","15010.34","MN","MENSUAL"
1583467278,"13/07/22","13/07/22","COMPENSACIÓN","15010.34","15010.34","MN","MENSUAL"
1583466103,"13/07/22","13/07/22","COMPENSACIÓN","16627.66","16627.66","MN","MENSUAL"
1583466304,"13/07/22","13/07/22","COMPENSACIÓN","2410.46","2410.46","MN","MENSUAL"
1583466402,"13/07/22","13/07/22","COMPENSACIÓN","2410.46","2410.46","MN","MENSUAL"
1583466448,"13/07/22","13/07/22","COMPENSACIÓN","16627.66","16627.66","MN","MENSUAL"
1583466450,"13/07/22","13/07/22","COMPENSACIÓN","12733.99","12733.99","MN","MENSUAL"
1583466498,"13/07/22","13/07/22","COMPENSACIÓN","2410.46","2410.46","MN","MENSUAL"
1583466500,"13/07/22","13/07/22","COMPENSACIÓN","20683.33","20683.33","MN","MENSUAL"
1583466599,"13/07/22","13/07/22","COMPENSACIÓN","75392.35","75392.35","MN","MENSUAL"
1583466600,"13/07/22","13/07/22","COMPENSACIÓN","19391.86","19391.86","MN","MENSUAL"
1583466647,"13/07/22","13/07/22","COMPENSACIÓN","27031.63","27031.63","MN","MENSUAL"
1583466696,"13/07/22","13/07/22","COMPENSACIÓN","2410.46","2410.46","MN","MENSUAL"
1583466697,"13/07/22","13/07/22","COMPENSACIÓN","2410.46","2410.46","MN","MENSUAL"
1583466748,"13/07/22","13/07/22","COMPENSACIÓN","21057.94","21057.94","MN","MENSUAL"
1583466752,"13/07/22","13/07/22","COMPENSACIÓN","2410.46","2410.46","MN","MENSUAL"
1583466796,"13/07/22","13/07/22","COMPENSACIÓN","2410.46","2410.46","MN","MENSUAL"
1583466798,"13/07/22","13/07/22","COMPENSACIÓN","28770.63","28770.63","MN","MENSUAL"
1583467232,"13/07/22","13/07/22","COMPENSACIÓN","2410.46","2410.46","MN","MENSUAL"
1583467236,"13/07/22","13/07/22","COMPENSACIÓN","15010.34","15010.34","MN","MENSUAL"
1583467283,"13/07/22","13/07/22","COMPENSACIÓN","65258.17","65258.17","MN","MENSUAL"
1583467331,"13/07/22","13/07/22","COMPENSACIÓN","2410.46","2410.46","MN","MENSUAL"
1583467332,"13/07/22","13/07/22","COMPENSACIÓN","15115.83","15115.83","MN","MENSUAL"
1583466108,"13/07/22","13/07/22","COMPENSACIÓN","8992.82","8992.82","MN","MENSUAL"
1583466355,"13/07/22","13/07/22","COMPENSACIÓN","16627.66","16627.66","MN","MENSUAL"
1583466357,"13/07/22","13/07/22","COMPENSACIÓN","2410.46","2410.46","MN","MENSUAL"
1583466358,"13/07/22","13/07/22","COMPENSACIÓN","12733.99","12733.99","MN","MENSUAL"
1583466406,"13/07/22","13/07/22","COMPENSACIÓN","2410.46","2410.46","MN","MENSUAL"
1583466701,"13/07/22","13/07/22","COMPENSACIÓN","24223.62","24223.62","MN","MENSUAL"
1583466948,"13/07/22","13/07/22","COMPENSACIÓN","13302.75","13302.75","MN","MENSUAL"
1583467034,"13/07/22","13/07/22","COMPENSACIÓN","2410.46","2410.46","MN","MENSUAL"
1583467039,"13/07/22","13/07/22","COMPENSACIÓN","21057.94","21057.94","MN","MENSUAL"
1583467131,"13/07/22","13/07/22","COMPENSACIÓN","15070.54","15070.54","MN","MENSUAL"
1583467132,"13/07/22","13/07/22","COMPENSACIÓN","15010.34","15010.34","MN","MENSUAL"
1583467383,"13/07/22","13/07/22","COMPENSACIÓN","13765.91","13765.91","MN","MENSUAL"
1583466261,"13/07/22","13/07/22","COMPENSACIÓN","45985.36","45985.36","MN","MENSUAL"
1583466308,"13/07/22","13/07/22","COMPENSACIÓN","15115.83","15115.83","MN","MENSUAL"
1583466505,"13/07/22","13/07/22","COMPENSACIÓN","15115.83","15115.83","MN","MENSUAL"
1583466506,"13/07/22","13/07/22","COMPENSACIÓN","45985.36","45985.36","MN","MENSUAL"
1583466604,"13/07/22","13/07/22","COMPENSACIÓN","2410.46","2410.46","MN","MENSUAL"
1583466606,"13/07/22","13/07/22","COMPENSACIÓN","12733.99","12733.99","MN","MENSUAL"
1583466653,"13/07/22","13/07/22","COMPENSACIÓN","16627.66","16627.66","MN","MENSUAL"
1583466655,"13/07/22","13/07/22","COMPENSACIÓN","16627.66","16627.66","MN","MENSUAL"
1583466656,"13/07/22","13/07/22","COMPENSACIÓN","16627.66","16627.66","MN","MENSUAL"
1583466853,"13/07/22","13/07/22","COMPENSACIÓN","20683.33","20683.33","MN","MENSUAL"
1583466856,"13/07/22","13/07/22","COMPENSACIÓN","16627.66","16627.66","MN","MENSUAL"
1583467087,"13/07/22","13/07/22","COMPENSACIÓN","9416.46","9416.46","MN","MENSUAL"
1583467185,"13/07/22","13/07/22","COMPENSACIÓN","12733.99","12733.99","MN","MENSUAL"
1583467386,"13/07/22","13/07/22","COMPENSACIÓN","27031.63","27031.63","MN","MENSUAL"
1583467388,"13/07/22","13/07/22","COMPENSACIÓN","20683.33","20683.33","MN","MENSUAL"
1583466063,"13/07/22","13/07/22","COMPENSACIÓN","2410.46","2410.46","MN","MENSUAL"
1583466064,"13/07/22","13/07/22","COMPENSACIÓN","16627.66","16627.66","MN","MENSUAL"
1583466069,"13/07/22","13/07/22","COMPENSACIÓN","27031.63","27031.63","MN","MENSUAL"
1583466162,"13/07/22","13/07/22","COMPENSACIÓN","16627.66","16627.66","MN","MENSUAL"
1583466164,"13/07/22","13/07/22","COMPENSACIÓN","10238.47","10238.47","MN","MENSUAL"
1583466165,"13/07/22","13/07/22","COMPENSACIÓN","16627.66","16627.66","MN","MENSUAL"
1583466361,"13/07/22","13/07/22","COMPENSACIÓN","12733.99","12733.99","MN","MENSUAL"
1583466458,"13/07/22","13/07/22","COMPENSACIÓN","2410.46","2410.46","MN","MENSUAL"
1583466559,"13/07/22","13/07/22","COMPENSACIÓN","2625.08","2625.08","MN","MENSUAL"
1583466757,"13/07/22","13/07/22","COMPENSACIÓN","75392.36","75392.36","MN","MENSUAL"
1583466904,"13/07/22","13/07/22","COMPENSACIÓN","2410.46","2410.46","MN","MENSUAL"
1583467040,"13/07/22","13/07/22","COMPENSACIÓN","15010.34","15010.34","MN","MENSUAL"
1583467241,"13/07/22","13/07/22","COMPENSACIÓN","32309.47","32309.47","MN","MENSUAL"
1583467342,"13/07/22","13/07/22","COMPENSACIÓN","15010.34","15010.34","MN","MENSUAL"
1583467346,"13/07/22","13/07/22","COMPENSACIÓN","15010.34","15010.34","MN","MENSUAL"
1583466016,"13/07/22","13/07/22","COMPENSACIÓN","2501.26","2501.26","MN","MENSUAL"
1583466017,"13/07/22","13/07/22","COMPENSACIÓN","2410.46","2410.46","MN","MENSUAL"
1583466018,"13/07/22","13/07/22","COMPENSACIÓN","2410.46","2410.46","MN","MENSUAL"
1583466117,"13/07/22","13/07/22","COMPENSACIÓN","2410.46","2410.46","MN","MENSUAL"
1583466119,"13/07/22","13/07/22","COMPENSACIÓN","16627.66","16627.66","MN","MENSUAL"
1583466216,"13/07/22","13/07/22","COMPENSACIÓN","15010.34","15010.34","MN","MENSUAL"
1583466218,"13/07/22","13/07/22","COMPENSACIÓN","2501.26","2501.26","MN","MENSUAL"
1583466462,"13/07/22","13/07/22","COMPENSACIÓN","16627.66","16627.66","MN","MENSUAL"
1583466465,"13/07/22","13/07/22","COMPENSACIÓN","2410.46","2410.46","MN","MENSUAL"
1583466170,"13/07/22","13/07/22","COMPENSACIÓN","16627.66","16627.66","MN","MENSUAL"
1583466270,"13/07/22","13/07/22","COMPENSACIÓN","20683.33","20683.33","MN","MENSUAL"
1583466271,"13/07/22","13/07/22","COMPENSACIÓN","16627.66","16627.66","MN","MENSUAL"
1583466272,"13/07/22","13/07/22","COMPENSACIÓN","16627.66","16627.66","MN","MENSUAL"
1583466419,"13/07/22","13/07/22","COMPENSACIÓN","2410.46","2410.46","MN","MENSUAL"
1583466420,"13/07/22","13/07/22","COMPENSACIÓN","27031.63","27031.63","MN","MENSUAL"
1583466515,"13/07/22","13/07/22","COMPENSACIÓN","2410.46","2410.46","MN","MENSUAL"
1583466563,"13/07/22","13/07/22","COMPENSACIÓN","24223.62","24223.62","MN","MENSUAL"
