Información relacionada a:,Primas, monto bruto y neto, tipo de moneda y su periodicidad
ID,FECHA CREACION, FECHA MODIFICACION,"DENOMINACIÓN DE LAS PRIMAS","MONTO BRUTO DE LAS PRIMAS","MONTO NETO DE LAS PRIMAS","TIPO DE MONEDA DE LAS PRIMAS","PERIODICIDAD DE LAS PRIMAS"
1583468279,"13/07/22","13/07/22","Compensación por antigüedad","5325.08","","MN","MENSUAL"
1583468280,"13/07/22","13/07/22","Compensación por antigüedad","10246.14","","MN","MENSUAL"
1583468327,"13/07/22","13/07/22","Compensación por antigüedad","6294.66","","MN","MENSUAL"
1583468328,"13/07/22","13/07/22","Compensación por antigüedad","4309.7","","MN","MENSUAL"
1583468329,"13/07/22","13/07/22","Compensación por antigüedad","6559.54","","MN","MENSUAL"
1583468380,"13/07/22","13/07/22","Compensación por antigüedad","900.08","","MN","MENSUAL"
1583468381,"13/07/22","13/07/22","Compensación por antigüedad","3437.36","","MN","MENSUAL"
1583468382,"13/07/22","13/07/22","Compensación por antigüedad","4607.14","","MN","MENSUAL"
1583468430,"13/07/22","13/07/22","Compensación por antigüedad","16708.54","","MN","MENSUAL"
1583468431,"13/07/22","13/07/22","Compensación por antigüedad","967.72","","MN","MENSUAL"
1583468432,"13/07/22","13/07/22","Compensación por antigüedad","19214.26","","MN","MENSUAL"
1583468473,"13/07/22","13/07/22","Compensación por antigüedad","15653.46","","MN","MENSUAL"
1583468474,"13/07/22","13/07/22","Compensación por antigüedad","10533.34","","MN","MENSUAL"
1583468475,"13/07/22","13/07/22","Compensación por antigüedad","2220.3","","MN","MENSUAL"
1583468520,"13/07/22","13/07/22","Compensación por antigüedad","17118.14","","MN","MENSUAL"
1583468521,"13/07/22","13/07/22","Compensación por antigüedad","8910.66","","MN","MENSUAL"
1583468522,"13/07/22","13/07/22","Compensación por antigüedad","16708.54","","MN","MENSUAL"
1583468569,"13/07/22","13/07/22","Compensación por antigüedad","3917.9","","MN","MENSUAL"
1583468570,"13/07/22","13/07/22","Compensación por antigüedad","4387.76","","MN","MENSUAL"
1583468571,"13/07/22","13/07/22","Compensación por antigüedad","5121.98","","MN","MENSUAL"
1583468643,"13/07/22","13/07/22","Compensación por antigüedad","3204.54","","MN","MENSUAL"
1583468644,"13/07/22","13/07/22","Compensación por antigüedad","3433.44","","MN","MENSUAL"
1583468692,"13/07/22","13/07/22","Compensación por antigüedad","11279.64","","MN","MENSUAL"
1583468742,"13/07/22","13/07/22","Compensación por antigüedad","6559.54","","MN","MENSUAL"
1583468743,"13/07/22","13/07/22","Compensación por antigüedad","5376.88","","MN","MENSUAL"
1583468744,"13/07/22","13/07/22","Compensación por antigüedad","7155.86","","MN","MENSUAL"
1583468785,"13/07/22","13/07/22","Compensación por antigüedad","4353.16","","MN","MENSUAL"
1583468787,"13/07/22","13/07/22","Compensación por antigüedad","3722","","MN","MENSUAL"
1583468788,"13/07/22","13/07/22","Compensación por antigüedad","5754.86","","MN","MENSUAL"
1583468832,"13/07/22","13/07/22","Compensación por antigüedad","6445.04","","MN","MENSUAL"
1583468833,"13/07/22","13/07/22","Compensación por antigüedad","12994.24","","MN","MENSUAL"
1583468834,"13/07/22","13/07/22","Compensación por antigüedad","4668.12","","MN","MENSUAL"
1583468882,"13/07/22","13/07/22","Compensación por antigüedad","4356.88","","MN","MENSUAL"
1583468883,"13/07/22","13/07/22","Compensación por antigüedad","6124.98","","MN","MENSUAL"
1583468884,"13/07/22","13/07/22","Compensación por antigüedad","1253.72","","MN","MENSUAL"
1583468931,"13/07/22","13/07/22","Compensación por antigüedad","7714.74","","MN","MENSUAL"
1583468975,"13/07/22","13/07/22","Compensación por antigüedad","3098.22","","MN","MENSUAL"
1583468976,"13/07/22","13/07/22","Compensación por antigüedad","4356.88","","MN","MENSUAL"
1583468977,"13/07/22","13/07/22","Compensación por antigüedad","5451.96","","MN","MENSUAL"
1583469025,"13/07/22","13/07/22","Compensación por antigüedad","4846.2","","MN","MENSUAL"
1583469077,"13/07/22","13/07/22","Compensación por antigüedad","10432.22","","MN","MENSUAL"
1583469078,"13/07/22","13/07/22","Compensación por antigüedad","4119.26","","MN","MENSUAL"
1583469079,"13/07/22","13/07/22","Compensación por antigüedad","3526.1","","MN","MENSUAL"
1583469127,"13/07/22","13/07/22","Compensación por antigüedad","5865.08","","MN","MENSUAL"
1583469128,"13/07/22","13/07/22","Compensación por antigüedad","14501.86","","MN","MENSUAL"
1583469129,"13/07/22","13/07/22","Compensación por antigüedad","8526.98","","MN","MENSUAL"
1583469174,"13/07/22","13/07/22","Compensación por antigüedad","3150.02","","MN","MENSUAL"
1583469175,"13/07/22","13/07/22","Compensación por antigüedad","17955.08","","MN","MENSUAL"
1583469176,"13/07/22","13/07/22","Compensación por antigüedad","9356.62","","MN","MENSUAL"
