Información relacionada a:,Apoyos económicos, monto bruto y neto, tipo de moneda y su periodicidad
ID,FECHA CREACION, FECHA MODIFICACION,"DENOMINACIÓN DE LOS APOYOS ECONÓMICOS","MONTO BRUTO DE LOS APOYOS ECONÓMICOS","MONTO NETO DE LOS APOYOS ECONÓMICOS","TIPO DE MONEDA DE LOS APOYOS ECONÓMICOS","PERIODICIDAD DE LOS APOYOS ECONÓMICOS"
51771241,"18/08/22","18/08/22","GUARDERIA","1280","1280","PESOS MEXICANOS","MENSUAL"
51772059,"18/08/22","18/08/22","GUARDERIA","2976.48","2976.48","PESOS MEXICANOS","MENSUAL"
51772128,"18/08/22","18/08/22","GUARDERIA","640","640","PESOS MEXICANOS","MENSUAL"
51772502,"18/08/22","18/08/22","GUARDERIA","640","640","PESOS MEXICANOS","MENSUAL"
51772508,"18/08/22","18/08/22","GUARDERIA","640","640","PESOS MEXICANOS","MENSUAL"
51774294,"18/08/22","18/08/22","GUARDERIA","640","640","PESOS MEXICANOS","MENSUAL"
51771464,"18/08/22","18/08/22","GUARDERIA","1280","1280","PESOS MEXICANOS","MENSUAL"
51772134,"18/08/22","18/08/22","GUARDERIA","640","640","PESOS MEXICANOS","MENSUAL"
51772367,"18/08/22","18/08/22","GUARDERIA","640","640","PESOS MEXICANOS","MENSUAL"
51765805,"18/08/22","18/08/22","GUARDERIA","1280","1280","PESOS MEXICANOS","MENSUAL"
51764229,"18/08/22","18/08/22","GUARDERIA","640","640","PESOS MEXICANOS","MENSUAL"
51766068,"18/08/22","18/08/22","GUARDERIA","1280","1280","PESOS MEXICANOS","MENSUAL"
51764689,"18/08/22","18/08/22","GUARDERIA","640","640","PESOS MEXICANOS","MENSUAL"
51764349,"18/08/22","18/08/22","GUARDERIA","640","640","PESOS MEXICANOS","MENSUAL"
51765606,"18/08/22","18/08/22","GUARDERIA","640","640","PESOS MEXICANOS","MENSUAL"
51765763,"18/08/22","18/08/22","GUARDERIA","640","640","PESOS MEXICANOS","MENSUAL"
51766202,"18/08/22","18/08/22","GUARDERIA","640","640","PESOS MEXICANOS","MENSUAL"
51766876,"18/08/22","18/08/22","GUARDERIA","640","640","PESOS MEXICANOS","MENSUAL"
51765703,"18/08/22","18/08/22","GUARDERIA","2976.44","2976.44","PESOS MEXICANOS","MENSUAL"
51766357,"18/08/22","18/08/22","GUARDERIA","640","640","PESOS MEXICANOS","MENSUAL"
51766382,"18/08/22","18/08/22","GUARDERIA","640","640","PESOS MEXICANOS","MENSUAL"
51765715,"18/08/22","18/08/22","GUARDERIA","1280","1280","PESOS MEXICANOS","MENSUAL"
51766490,"18/08/22","18/08/22","GUARDERIA","640","640","PESOS MEXICANOS","MENSUAL"
51766992,"18/08/22","18/08/22","GUARDERIA","640","640","PESOS MEXICANOS","MENSUAL"
51768106,"18/08/22","18/08/22","GUARDERIA","640","640","PESOS MEXICANOS","MENSUAL"
51768297,"18/08/22","18/08/22","GUARDERIA","640","640","PESOS MEXICANOS","MENSUAL"
51768408,"18/08/22","18/08/22","GUARDERIA","640","640","PESOS MEXICANOS","MENSUAL"
51767450,"18/08/22","18/08/22","GUARDERIA","640","640","PESOS MEXICANOS","MENSUAL"
51768222,"18/08/22","18/08/22","GUARDERIA","640","640","PESOS MEXICANOS","MENSUAL"
51768469,"18/08/22","18/08/22","GUARDERIA","640","640","PESOS MEXICANOS","MENSUAL"

