Información relacionada a:,Estímulos, monto bruto y neto, tipo de moneda y su periodicidad
ID,FECHA CREACION, FECHA MODIFICACION,"DENOMINACIÓN DE LOS ESTÍMULOS","MONTO BRUTO DE LOS ESTÍMULOS","MONTO NETO DE LOS ESTÍMULOS","TIPO DE MONEDA DE LOS ESTÍMULOS","PERIODICIDAD DE LOS ESTÍMULOS"
51762400,"18/08/22","18/08/22","Quinquenio: Reconocimiento por antigüedad calculado sobre Sueldo Base más Prima de antigüedad por cada año de servicio","","","PESOS MEXICANOS","QUINQUENAL"
51768446,"18/08/22","18/08/22","Quinquenio: Reconocimiento por antigüedad calculado sobre Sueldo Base más Prima de antigüedad por cada año de servicio","","","PESOS MEXICANOS","QUINQUENAL"
51766988,"18/08/22","18/08/22","Quinquenio: Reconocimiento por antigüedad calculado sobre Sueldo Base más Prima de antigüedad por cada año de servicio","","","PESOS MEXICANOS","QUINQUENAL"
51766988,"18/08/22","18/08/22","Fondo Ahorro","185","185","PESOS MEXICANOS","QUINCENAL"
51768471,"18/08/22","18/08/22","Quinquenio: Reconocimiento por antigüedad calculado sobre Sueldo Base más Prima de antigüedad por cada año de servicio","","","PESOS MEXICANOS","QUINQUENAL"
51768471,"18/08/22","18/08/22","Fondo Ahorro","185","185","PESOS MEXICANOS","QUINCENAL"
51768465,"18/08/22","18/08/22","Quinquenio: Reconocimiento por antigüedad calculado sobre Sueldo Base más Prima de antigüedad por cada año de servicio","","","PESOS MEXICANOS","QUINQUENAL"
51768465,"18/08/22","18/08/22","Fondo Ahorro","185","185","PESOS MEXICANOS","QUINCENAL"
51768477,"18/08/22","18/08/22","Quinquenio: Reconocimiento por antigüedad calculado sobre Sueldo Base más Prima de antigüedad por cada año de servicio","","","PESOS MEXICANOS","QUINQUENAL"
51768477,"18/08/22","18/08/22","Fondo Ahorro","185","185","PESOS MEXICANOS","QUINCENAL"
51768434,"18/08/22","18/08/22","Quinquenio: Reconocimiento por antigüedad calculado sobre Sueldo Base más Prima de antigüedad por cada año de servicio","","","PESOS MEXICANOS","QUINQUENAL"
51768434,"18/08/22","18/08/22","Fondo Ahorro","185","185","PESOS MEXICANOS","QUINCENAL"
51767930,"18/08/22","18/08/22","Quinquenio: Reconocimiento por antigüedad calculado sobre Sueldo Base más Prima de antigüedad por cada año de servicio","","","PESOS MEXICANOS","QUINQUENAL"
51767930,"18/08/22","18/08/22","Fondo Ahorro","185","185","PESOS MEXICANOS","QUINCENAL"
51767857,"18/08/22","18/08/22","Quinquenio: Reconocimiento por antigüedad calculado sobre Sueldo Base más Prima de antigüedad por cada año de servicio","","","PESOS MEXICANOS","QUINQUENAL"
51767857,"18/08/22","18/08/22","Fondo Ahorro","185","185","PESOS MEXICANOS","QUINCENAL"
51767636,"18/08/22","18/08/22","Quinquenio: Reconocimiento por antigüedad calculado sobre Sueldo Base más Prima de antigüedad por cada año de servicio","","","PESOS MEXICANOS","QUINQUENAL"
51767636,"18/08/22","18/08/22","Fondo Ahorro","185","185","PESOS MEXICANOS","QUINCENAL"
51767416,"18/08/22","18/08/22","Quinquenio: Reconocimiento por antigüedad calculado sobre Sueldo Base más Prima de antigüedad por cada año de servicio","","","PESOS MEXICANOS","QUINQUENAL"
51767416,"18/08/22","18/08/22","Fondo Ahorro","185","185","PESOS MEXICANOS","QUINCENAL"
51767150,"18/08/22","18/08/22","Quinquenio: Reconocimiento por antigüedad calculado sobre Sueldo Base más Prima de antigüedad por cada año de servicio","","","PESOS MEXICANOS","QUINQUENAL"
51767150,"18/08/22","18/08/22","Fondo Ahorro","185","185","PESOS MEXICANOS","QUINCENAL"
51766982,"18/08/22","18/08/22","Quinquenio: Reconocimiento por antigüedad calculado sobre Sueldo Base más Prima de antigüedad por cada año de servicio","","","PESOS MEXICANOS","QUINQUENAL"
51766982,"18/08/22","18/08/22","Fondo Ahorro","185","185","PESOS MEXICANOS","QUINCENAL"
51767782,"18/08/22","18/08/22","Quinquenio: Reconocimiento por antigüedad calculado sobre Sueldo Base más Prima de antigüedad por cada año de servicio","","","PESOS MEXICANOS","QUINQUENAL"
51767782,"18/08/22","18/08/22","Fondo Ahorro","185","185","PESOS MEXICANOS","QUINCENAL"
51767630,"18/08/22","18/08/22","Quinquenio: Reconocimiento por antigüedad calculado sobre Sueldo Base más Prima de antigüedad por cada año de servicio","","","PESOS MEXICANOS","QUINQUENAL"
51767630,"18/08/22","18/08/22","Fondo Ahorro 5.00 % sobre Sueldo Base","","","PESOS MEXICANOS","QUINCENAL"
51767490,"18/08/22","18/08/22","Quinquenio: Reconocimiento por antigüedad calculado sobre Sueldo Base más Prima de antigüedad por cada año de servicio","","","PESOS MEXICANOS","QUINQUENAL"
51767490,"18/08/22","18/08/22","Fondo Ahorro","185","185","PESOS MEXICANOS","QUINCENAL"
51767290,"18/08/22","18/08/22","Quinquenio: Reconocimiento por antigüedad calculado sobre Sueldo Base más Prima de antigüedad por cada año de servicio","","","PESOS MEXICANOS","QUINQUENAL"
51767290,"18/08/22","18/08/22","Fondo Ahorro","185","185","PESOS MEXICANOS","QUINCENAL"
51767217,"18/08/22","18/08/22","Quinquenio: Reconocimiento por antigüedad calculado sobre Sueldo Base más Prima de antigüedad por cada año de servicio","","","PESOS MEXICANOS","QUINQUENAL"
51767217,"18/08/22","18/08/22","Fondo Ahorro","185","185","PESOS MEXICANOS","QUINCENAL"
51767144,"18/08/22","18/08/22","Quinquenio: Reconocimiento por antigüedad calculado sobre Sueldo Base más Prima de antigüedad por cada año de servicio","","","PESOS MEXICANOS","QUINQUENAL"
51767144,"18/08/22","18/08/22","Fondo Ahorro","185","185","PESOS MEXICANOS","QUINCENAL"
