Información relacionada a:,Comisiones, monto bruto y neto, tipo de moneda y su periodicidad
ID,FECHA CREACION, FECHA MODIFICACION,"DENOMINACIÓN DE LAS COMISIONES","MONTO BRUTO DE LAS COMISIONES","MONTO NETO DE LAS COMISIONES","TIPO DE MONEDA DE LAS COMISIONES","PERIODICIDAD DE LAS COMISIONES"

